logFC	logCPM	PValue	FDR
gene_8474	1.22826443327798	2.87278787370966	0.0992069527799242	0.483111530459821
gene_1386	-1.9946028898603	2.4024109523004	0.0992763676064096	0.483240332490206
gene_6844	2.11335264001029	1.86376847354144	0.0992817263101127	0.483240332490206
gene_14383	-1.16954179305925	4.0229001213579	0.099316229861245	0.4832906562591
gene_1539	-1.25013687161548	4.03384600196251	0.09946894537723	0.483916056323182
gene_11064	-2.12114830674667	1.06755746198347	0.0995834811900741	0.484326924447364
gene_17379	4.03510774490572	1.20890919309906	0.0996199349562171	0.484326924447364
gene_10719	1.08156893320942	4.21525703655546	0.0996260483588228	0.484326924447364
gene_4337	1.18933506083136	3.59549287950108	0.0996632020173936	0.484389803243711
gene_19153	0.832068565804777	4.5971814732851	0.0997398256442731	0.484644439476545
gene_11204	1.15406947114394	3.88847784916307	0.0998056745444197	0.484846609397229
gene_8868	-2.66359472976112	2.2436776848982	0.0998626553375476	0.485005611158561
gene_4561	0.718706982954576	6.4021128195953	0.0999836388751613	0.485360835124974
gene_1187	-1.40025852248689	3.67981144799651	0.0999843320357447	0.485360835124974
gene_9898	-4.56403901575847	0.507494472251344	0.100047423704988	0.485396630273078
gene_1177	-4.56403899693371	0.507494472251344	0.100060360789658	0.485396630273078
gene_11805	-0.824201694393409	4.7154241236423	0.100064515330795	0.485396630273078
gene_13040	-4.56779234467686	0.508504831785247	0.100200509074526	0.48581359673759
gene_10068	-4.56779214562897	0.508504763598102	0.100215265488097	0.48581359673759
gene_19431	-4.56350168933953	0.507350064104161	0.10024333417989	0.48581359673759
gene_1752	-4.56350160946411	0.507350064104161	0.100279951811212	0.48581359673759
gene_10869	2.15910577183418	1.89200126746611	0.100286127836553	0.48581359673759
gene_7052	1.46733888199114	2.89055582926383	0.100300946392304	0.48581359673759
gene_13174	-0.85175066827073	4.29603313341354	0.100320507726312	0.48581359673759
gene_1952	-2.11843308321674	2.48823646962173	0.100416214070038	0.486159351585758
gene_15113	1.7222838505827	2.06728912577263	0.100497671045256	0.486435968273265
gene_7413	0.847009629112823	4.58522820837939	0.100562349119398	0.486614726356798
gene_17177	1.21688038563273	3.5875309733682	0.100596458962975	0.486614726356798
gene_13980	-0.95110395663792	3.92339827154635	0.100607594674268	0.486614726356798
gene_7146	2.41919252208022	2.82078163249252	0.100809132681881	0.487471628055515
gene_5733	-0.975001249444388	4.24812168937839	0.10086483557846	0.487623087157167
gene_12820	1.06853105932698	7.19627029283452	0.100987538643581	0.488098301805612
gene_6944	0.618014003566409	8.85064505307339	0.101084869709535	0.488450687168568
gene_4801	-0.778217777648091	5.85230627532013	0.101150802576944	0.488651220178473
gene_4152	1.82033006121072	2.39380703462148	0.101217230601751	0.488854047822994
gene_11715	1.36136392026691	3.54769367777656	0.101283300471522	0.489055048148346
gene_11430	0.655965584220879	6.55019492445107	0.101341516844639	0.489133208399757
gene_14863	3.25613499292151	1.24980451892033	0.101354801464305	0.489133208399757
gene_9144	0.807864461033764	5.56830651675224	0.101377791805822	0.489133208399757
gene_12750	1.70273207533044	2.4673945868473	0.10139731410127	0.489133208399757
gene_16798	0.788918271721114	4.57123152321852	0.101427419805292	0.489160452400732
gene_14897	1.26017423385541	2.75825153791824	0.101528434337435	0.489529577326108
gene_6276	0.694063398847593	5.11736440851587	0.101605690137708	0.489783996807461
gene_16821	-2.27344037754143	2.12135071059687	0.101739386215859	0.490153370729377
gene_7911	1.41502742205158	2.90359746849178	0.101752534736747	0.490153370729377
gene_9861	-5.17881343814111	0.808597300774556	0.1017617097143	0.490153370729377
gene_15402	-5.17881086454702	0.808596451840972	0.101792038509452	0.490153370729377
gene_17685	1.23255192144352	2.78748384226798	0.101804855100492	0.490153370729377
gene_13809	0.757521775161099	5.23817510944779	0.101902618214036	0.490505984183087
gene_11299	-2.30469854991424	2.14282949486297	0.10211351303139	0.491402853856544
gene_2177	-1.27501069895865	2.92710102455082	0.102177513942258	0.491571694378037
gene_16472	2.00511911069209	2.4340811073101	0.102197755261194	0.491571694378037
gene_10828	0.767817387335644	4.80431303665006	0.102442926373456	0.492528668101253
gene_3701	1.74040532978677	3.3402960408315	0.102445962965061	0.492528668101253
gene_241	-3.01783650171155	1.23602243746543	0.102538150783994	0.492853404393148
gene_2229	-1.96659756638664	2.65319229538001	0.102632530355182	0.493188516843738
gene_18643	-1.83000918220446	1.3597570346812	0.102770187624674	0.493644015950704
gene_18400	0.771040865039622	5.87331177572135	0.102776684120936	0.493644015950704
gene_19882	3.3142892870541	0.798208681902356	0.102836458776654	0.493671858471182
gene_7359	3.31239734852886	0.798246850638002	0.102853713417349	0.493671858471182
gene_16675	1.34894136917126	2.86107970637724	0.102856531712471	0.493671858471182
gene_2399	-1.65893288435926	2.27493119921272	0.10297983837682	0.494145097777448
gene_1905	-1.43893798341916	3.03345215158503	0.103030212683311	0.494268230670718
gene_3288	-2.05016026354056	2.43991609283586	0.103341297770819	0.495641715927191
gene_5830	-1.18467495294005	3.5064271450036	0.10341130392893	0.495858565950274
gene_5652	2.22000684440278	1.44429174392371	0.103662245178822	0.49694269021487
gene_12909	2.0710003678934	1.83445138810881	0.103986140752013	0.498375944174516
gene_10595	-1.14149986205558	6.09406649206866	0.104073456772619	0.498674924641205
gene_5247	0.817937247975679	4.90650605165306	0.104352619465931	0.499892787860746
gene_561	-2.7728942854058	0.6401332242877	0.1043834581001	0.499920776341476
gene_11270	-1.99692156413702	2.18995090458929	0.104462914343226	0.500181538631678
gene_3622	1.73770155696451	4.45046119065643	0.104510023181261	0.500287329733176
gene_7092	1.33779246899748	3.25008424442629	0.104670439889849	0.500935342856422
gene_9408	1.9261251824178	1.74453729077229	0.104743034952517	0.501162846662759
gene_9305	0.669751246297882	6.95076561262288	0.104923602562252	0.501764545980914
gene_5184	-0.964593537067013	3.99159005106248	0.104937637369733	0.501764545980914
gene_7695	0.60681409894145	7.90329701851923	0.104944054791908	0.501764545980914
gene_859	-1.37425653989897	2.55012002908655	0.105007289674413	0.501881405334772
gene_11702	-0.828729483375315	4.93375668696241	0.105018684066301	0.501881405334772
gene_13123	0.649456887841134	7.34135163554184	0.10511051407437	0.502200258358195
gene_3945	1.68149414956416	2.04249149872874	0.105320272831512	0.503039875536723
gene_11356	0.799114065265718	4.68154711751258	0.10533654993739	0.503039875536723
gene_18269	1.52387401200263	2.20324487818703	0.105439249819753	0.50328458091285
gene_4305	-1.07197740093773	3.30831010219696	0.105452657069524	0.50328458091285
gene_7369	2.94037624269551	1.06455090311482	0.105482660401131	0.50328458091285
gene_9534	1.56448336622958	1.77058846551301	0.105488448159333	0.50328458091285
gene_16833	-0.680975643751193	6.41869365204226	0.105572047652646	0.503563308622207
gene_10724	0.686808312475129	6.97711429735957	0.105643538059548	0.503784158605381
gene_11387	-2.90567545299962	0.700193948484436	0.105767648810093	0.504255775018324
gene_2009	-2.54102547253388	0.970150836537194	0.105889919642008	0.504718396768391
gene_5412	1.65736818863683	1.71090643604551	0.10604415234204	0.505333106228448
gene_9597	1.08675490900961	4.0174848703607	0.106131758762512	0.505630103680382
gene_17203	1.10080526963835	3.40627623646036	0.106186829578523	0.505771991324232
gene_18724	1.72460033117519	2.16139705741203	0.106264022262559	0.506019153631235
gene_18564	0.971059476715379	4.88675612463198	0.106312337348843	0.506128718632912
gene_17212	1.79392761384106	2.29259844196893	0.10636055040422	0.506161524265766
gene_10435	1.27659763254826	2.85978619591005	0.106369844324451	0.506161524265766
gene_17566	1.48585099254414	2.32948874906821	0.106449211386738	0.506418703076774
gene_4073	2.37615202816834	2.1689791543734	0.106533259902253	0.506698025694427
gene_5423	0.652140324190909	6.96998787540692	0.106801167567976	0.507851486295652
gene_9846	1.4272342032869	3.65034250604709	0.106876049403707	0.508086757326868
gene_15056	-0.725996195380796	10.117098356408	0.106914024862253	0.508146505999302
gene_4859	-2.043108659648	1.66204195820967	0.107093338729463	0.508796327676499
gene_6280	-1.22375705354974	3.37181875159111	0.107101626975903	0.508796327676499
gene_6176	3.4266405208226	0.856241344763382	0.107306694476693	0.509649463199681
gene_3662	2.91162053617105	0.609139269054256	0.107456210407627	0.510238415990633
gene_3629	2.91273480094632	0.60903111529278	0.107502445700357	0.510336794210099
gene_2949	-0.900693327578705	5.14995418706598	0.107615740387309	0.510753395288603
gene_6015	-2.2884550138804	1.15596221165688	0.107667208117656	0.510876432349494
gene_196	-2.90402315088178	0.699660979545251	0.107767494676509	0.51123099941418
gene_19133	0.834884307726828	4.16518289237392	0.107968982837716	0.512015555272746
gene_7507	4.38065664262057	0.396389637915957	0.108024417121303	0.512015555272746
gene_3744	4.38035674850396	0.396315495942524	0.108025843123566	0.512015555272746
gene_2557	-1.52476921371005	2.8297926781779	0.108035282162549	0.512015555272746
gene_14777	4.38044549222774	0.396337434992741	0.108087542727509	0.512141875041503
gene_19646	1.76057131390941	2.43088175149662	0.108147178401726	0.512303071538256
gene_19869	0.690528603882852	6.08721090301408	0.108205926427728	0.512459987817797
gene_13578	1.01525722971945	5.40770663033491	0.108267190450902	0.512628742665258
gene_11912	1.70994372308813	1.74251959259795	0.108471958664702	0.513361963055862
gene_11290	1.01279464301384	6.78516447303663	0.108473382793704	0.513361963055862
gene_5788	0.880257423408028	3.9228538675955	0.108575030853735	0.513553880926414
gene_11040	-1.84724460066482	6.04156687011583	0.108582934770741	0.513553880926414
gene_1795	-1.17006672504806	4.23747232338727	0.10859096812189	0.513553880926414
gene_12786	0.643928802009307	9.55611686467297	0.10870513440962	0.513963328867725
gene_18510	3.18233880026699	1.205838131841	0.108728942221967	0.513963328867725
gene_12071	0.6505627772608	5.47259279013355	0.108832593681855	0.514331728175118
gene_19569	-4.22025609972236	0.36664302330921	0.109056361344435	0.515204312023137
gene_16063	-4.22025729072278	0.3666433104645	0.109094019489421	0.515204312023137
gene_4760	-4.22025613776754	0.36664302330921	0.109094513070899	0.515204312023137
gene_13992	0.798253174892231	4.6293369686168	0.109194892912066	0.515556623758575
gene_3294	-4.22086852930157	0.366795253195943	0.109220957172785	0.515557975797898
gene_16876	1.14863884267528	3.51698598940383	0.109382323095865	0.516050045166044
gene_9606	0.780696690144944	4.79373634431604	0.109394163196181	0.516050045166044
gene_7479	-0.990647666237611	7.22903887384325	0.109402609575201	0.516050045166044
gene_6115	1.07246253023071	3.41478241479633	0.109631198362449	0.516952630151376
gene_1388	-1.21294750477653	3.46280676228599	0.109661602882352	0.516952630151376
gene_1735	-0.958578211115468	4.40741354077063	0.10969066825904	0.516952630151376
gene_9648	1.59711398668016	7.00190656608546	0.109720290521283	0.516952630151376
gene_7636	0.783796941598076	5.17904943852421	0.10972319574963	0.516952630151376
gene_9854	2.08524284382182	1.36601517426327	0.109866094658542	0.51729631422898
gene_7470	-2.63047633111045	1.01737589851384	0.109879768664873	0.51729631422898
gene_14458	0.680616215555437	6.09841990255805	0.109926816590865	0.51729631422898
gene_407	-1.56521927074439	2.21563082421815	0.109954603258475	0.51729631422898
gene_10054	4.16962037590661	0.316447951723744	0.110015506837517	0.51729631422898
gene_8554	4.16962037818428	0.316447951723744	0.110025694233721	0.51729631422898
gene_4346	-2.62731724360465	0.577520261528084	0.110032988595277	0.51729631422898
gene_12889	0.986409015501482	5.6010709887626	0.110054137025855	0.51729631422898
gene_13362	2.88855058890745	1.37196389938168	0.110061179962317	0.51729631422898
gene_14333	4.16967597006348	0.316461896942987	0.110077558688826	0.51729631422898
gene_12409	-2.03980051114859	1.66035424235054	0.110112404071623	0.51729631422898
gene_8483	4.16940725644763	0.316394479961623	0.110128192087645	0.51729631422898
gene_17997	4.16940725358851	0.316394479961623	0.11013238529935	0.51729631422898
gene_10879	0.647196835883481	6.03186363411222	0.110260848704854	0.517778110846931
gene_726	-2.28695375382847	1.98196964607819	0.110347525799515	0.518063501406172
gene_7643	-2.3191124935034	1.4296963550647	0.110557743747702	0.518928625898626
gene_14720	2.84785223178834	1.01436460385956	0.110643091028779	0.519207372260811
gene_1915	-1.25999307651441	5.20837225668442	0.110693697516098	0.519323000310101
gene_1721	-1.96038865997985	1.43240920144853	0.110743709516994	0.519384436081219
gene_11934	0.808526054440286	4.21936554949045	0.11075873099432	0.519384436081219
gene_4141	0.697087348610231	5.30418056015899	0.111017298087245	0.520450138399056
gene_7712	-4.00968478842199	0.290077966002209	0.111059548419004	0.520450138399056
gene_16357	-0.844749961712035	4.9720752271339	0.111081095092495	0.520450138399056
gene_9219	2.15382675620605	1.40568151996745	0.111090082041279	0.520450138399056
gene_8383	0.667866922299544	6.14010657252728	0.111147282439277	0.520596170675772
gene_17569	-1.77925753827572	1.66298038142292	0.111230236187267	0.520862730916728
gene_16412	1.76163186292681	1.77314410069693	0.111378517454338	0.521368873182976
gene_10106	-2.12076595597208	1.06745902866501	0.111393867863449	0.521368873182976
gene_18911	0.762952004263087	4.62858971601035	0.111492516915601	0.521368873182976
gene_18781	1.09256024528023	3.53372396891966	0.111503725590299	0.521368873182976
gene_5912	2.80714613744382	1.59142596460148	0.111551485132645	0.521368873182976
gene_16878	1.4270900769326	3.16410436359868	0.111572437752449	0.521368873182976
gene_13945	-1.17481422921564	4.04716488703713	0.111609927566115	0.521368873182976
gene_12922	-1.80651451368975	2.45963300975731	0.111696489048465	0.521368873182976
gene_9065	0.772379623342148	5.64554454589305	0.111729462543942	0.521368873182976
gene_12915	0.709455912823335	5.0464880896812	0.111745107056155	0.521368873182976
gene_3355	4.56448779517958	0.472168533674142	0.111800487919469	0.521368873182976
gene_11113	1.23606060762748	3.14858653535321	0.111812033860603	0.521368873182976
gene_16319	4.56408422959997	0.47206655553773	0.111818181940567	0.521368873182976
gene_2452	-1.25800441443799	3.42758203179981	0.111824021580425	0.521368873182976
gene_14361	4.56467785455529	0.472216558680024	0.111828399379756	0.521368873182976
gene_7245	2.34471586396242	1.06143200961329	0.111836881091417	0.521368873182976
gene_15638	4.56461060535946	0.472199562252616	0.111837731695775	0.521368873182976
gene_914	-2.08414968937955	2.24891829834583	0.111848715413155	0.521368873182976
gene_12284	4.56461060934781	0.472199562252616	0.111851306933238	0.521368873182976
gene_15854	0.70234656299918	7.1749788719232	0.111859691741408	0.521368873182976
gene_15134	-1.38800547392913	3.09214599501811	0.111921087500542	0.521533492546794
gene_1980	-0.835758017984048	4.42887185629608	0.112007069498566	0.521720246849532
gene_6043	-1.22220814308849	3.5306171882436	0.112015881596745	0.521720246849532
gene_8083	1.22672268468274	4.40149763208263	0.112039423010937	0.521720246849532
gene_5403	0.675408772727665	6.17558783019432	0.112139108033746	0.522060007545593
gene_5888	0.863269030203612	4.97575042541276	0.112164592621171	0.522060007545593
gene_1740	-0.969957842425412	3.8299940968596	0.112346682698914	0.522785866444457
gene_16406	0.785998908205713	4.36243410515143	0.11244554018906	0.52312416929081
gene_17558	0.641028870001636	6.36010998785142	0.112492108607653	0.523219109803037
gene_19164	-0.595267448636494	6.91123136951708	0.112754701229318	0.524318536290715
gene_8686	-1.33153340037137	2.96327064289841	0.11286611062052	0.524714600746256
gene_3570	-2.58942745042976	2.83276326307366	0.112958814910465	0.525023541298932
gene_13463	1.21518788752607	3.23626604522617	0.113035523383301	0.525213417110137
gene_5618	1.73566449591337	2.68945071658113	0.113083570773707	0.525213417110137
gene_13341	-1.45704758690955	2.31663764003677	0.11309888788771	0.525213417110137
gene_5573	-3.8119494658198	1.19034163800642	0.113104709374668	0.525213417110137
gene_776	-0.833800500256008	5.31993229518412	0.113186254887589	0.525376596078667
gene_12585	0.733414947118683	8.11096454323288	0.113249345365911	0.525376596078667
gene_9728	0.73083256914188	4.578154699365	0.113267105122133	0.525376596078667
gene_6905	0.660586749918044	8.67923859500893	0.113268866323295	0.525376596078667
gene_17531	-2.63216877575139	1.35317439919772	0.113271194114561	0.525376596078667
gene_6744	-2.53321942976783	1.98014635667267	0.113324658242502	0.525502704579186
gene_6917	3.19240544135021	0.737775033716349	0.113368962653254	0.525571367056842
gene_18767	1.5471242757863	2.79269529028327	0.113392022442514	0.525571367056842
gene_10145	-1.02359509907857	3.40394134202485	0.113461301901319	0.525770629755882
gene_6198	-2.77330907367798	0.640270681719256	0.113492305134249	0.52579247224577
gene_17202	0.876220883533933	5.01711035338081	0.11359735032025	0.526097984503361
gene_5655	0.995700904716404	4.49370979566906	0.113610859753501	0.526097984503361
gene_1657	-0.731306821324574	5.39563551398367	0.113710195536677	0.526341651132458
gene_12734	-2.63030668022829	1.01739295575975	0.113716225725514	0.526341651132458
gene_863	-1.89466869007108	1.39571569346258	0.11376284272272	0.526341651132458
gene_10204	-1.31372387056372	3.36132706392942	0.113768747892281	0.526341651132458
gene_9387	2.53443385519486	0.852682455848065	0.113931275322403	0.526971671241459
gene_9925	-5.07496711959792	0.753270437187486	0.114004168611314	0.527077909472457
gene_4846	0.722978824725672	5.69030847685151	0.114021890693246	0.527077909472457
gene_11250	0.971094594379555	5.58300301978922	0.114034067382202	0.527077909472457
gene_10384	2.53345820587008	0.85281100415485	0.114068906393629	0.527077909472457
gene_12587	1.03919826102246	4.378340166846	0.114086013505313	0.527077909472457
gene_15617	-5.0749644804002	0.753269631094293	0.114119721018134	0.527111875372443
gene_1128	-1.91563062427629	1.88731350513492	0.114149773338983	0.52712894638182
gene_13229	2.30578081389854	1.28679547428097	0.114184170300772	0.527160738824379
gene_13876	0.841059865974736	4.15388649757848	0.114209374066302	0.527160738824379
gene_9874	0.772013863398263	5.92051804029618	0.114240038086574	0.52717913474287
gene_5721	1.26802273800512	3.23736907588647	0.114266077455517	0.52717913474287
gene_1448	-2.90646448250123	0.700466670455655	0.114378663131585	0.527576859463029
gene_14931	0.922750253715532	4.09842812795622	0.114455790243248	0.527810884220652
gene_5047	3.45319655456819	1.37502264154571	0.11452243484783	0.527996472327478
gene_15451	0.856001488484032	4.6022652256848	0.114549441357592	0.527999268760509
gene_5023	0.655545924512541	6.05481687687643	0.114631020160827	0.528253549128237
gene_7253	1.07112121190242	3.17901060154946	0.11469233462052	0.528414349783552
gene_8454	-1.52427336621954	2.57943672065281	0.114764172412572	0.528623548653026
gene_19877	-0.770164158466483	4.53055220787083	0.114949507421366	0.529268552249776
gene_4625	0.710090848015734	5.15471161245514	0.114957129548651	0.529268552249776
gene_11725	2.65920678209994	1.721179203582	0.115044274911817	0.52947073924002
gene_12034	-0.734821615026994	5.49397461364631	0.115053991636856	0.52947073924002
gene_6859	2.40105822731822	1.5543142266917	0.115136657520575	0.529534649411817
gene_12020	0.721374179669164	4.76648701191623	0.115141670088281	0.529534649411817
gene_427	4.38026474308554	0.396293556923579	0.115152580138601	0.529534649411817
gene_13455	4.38044211657819	0.396336683453976	0.11517378624707	0.529534649411817
gene_17947	0.598830436950164	7.6425259647899	0.115205056537427	0.529556683693069
gene_12093	1.57247082501826	2.31038039472068	0.115282133772893	0.529686868601755
gene_1805	-1.52383175211744	3.98669982879489	0.115286346951172	0.529686868601755
gene_12492	-1.82990760161338	1.53610610337553	0.115322977531569	0.52973347511056
gene_16741	-2.34092946047259	0.869916871869971	0.115372278467899	0.52974213687216
gene_8484	-2.34092946919409	0.869916871869971	0.115377837410757	0.52974213687216
gene_10667	-4.40180619034405	0.43868283424182	0.115609490129436	0.530683911542051
gene_7391	0.777456445696297	4.61656152138587	0.115673423280496	0.530850553501721
gene_6616	0.694712416356257	5.74260396186076	0.1156988781357	0.530850553501721
gene_9738	-4.40122132021436	0.438535213976338	0.115731140829314	0.53087679279502
gene_11584	0.657754033139507	6.72669236590601	0.115782223316947	0.530989329589299
gene_3095	-1.10813862851366	3.65437760995676	0.115966652001044	0.531665294690451
gene_12203	0.629727988309909	9.58203968602645	0.115982784036722	0.531665294690451
gene_16284	2.4125902167789	0.794543001003727	0.11606357503755	0.531913726111597
gene_17465	-0.678446779318089	5.38318689222859	0.116111358266463	0.53201080534462
gene_12515	2.60215410485809	3.51452171346757	0.116193480738862	0.532265143100606
gene_14140	2.53556019474547	0.852603804430851	0.116223574017502	0.532281080913678
gene_19547	1.63022297936028	1.91272227522082	0.116297931758213	0.532446970393141
gene_10133	0.658624151476383	6.08918025558171	0.116313040682382	0.532446970393141
gene_3292	-1.15754433079943	3.71228552600746	0.116367535520505	0.532574533274622
gene_19787	-1.91193619569665	2.44150572157524	0.116408243497353	0.532638954460547
gene_16313	2.75334031905385	1.28968668286304	0.11649334457714	0.532884491414087
gene_11396	0.897303072248332	4.31568945551648	0.116518496840786	0.532884491414087
gene_2118	-1.78563577871091	1.80748621324521	0.116541838272261	0.532884491414087
gene_13199	3.0595689652801	0.674859382588286	0.116825879425928	0.534051834562868
gene_19051	-0.951497994839388	5.05887275547561	0.116875145798004	0.534051834562868
gene_18452	3.05947300635453	0.674830319007682	0.116877243994084	0.534051834562868
gene_5777	-4.21964113376571	0.366491008756862	0.11704568875926	0.534650443497662
gene_9875	-4.21839619031607	0.366187123140662	0.117077766564394	0.534650443497662
gene_6776	-4.21839703876759	0.366187338507325	0.117088447125988	0.534650443497662
gene_13799	-4.22150864717679	0.366947052316172	0.117165778298646	0.534881434826048
gene_13266	1.61668854010756	1.80060185767838	0.117252713005867	0.535156152468587
gene_2942	-1.96840800768116	3.01561408056964	0.117281156297701	0.535163843475706
gene_3250	-2.0189712985002	1.46641811712081	0.117318574814456	0.53521247634332
gene_13208	2.55065207776222	2.99931819262511	0.117374709541473	0.535346451728498
gene_13670	1.08165154717869	3.55030392140563	0.117473102685615	0.5356730628619
gene_8057	-2.03019186396323	1.02136959853579	0.117571437931783	0.535999261143303
gene_1897	-3.43332359088263	0.967914113982086	0.117765624396937	0.536723167851361
gene_14469	-3.42813020727666	0.966122530676673	0.117830539835659	0.536723167851361
gene_2520	-3.42834864031154	0.966107633519944	0.117848738898369	0.536723167851361
gene_6827	-3.13667684725993	0.812274039777944	0.117862604229193	0.536723167851361
gene_10755	-1.27710647438994	3.26401205034127	0.117864407660159	0.536723167851361
gene_14405	0.665672780690995	5.497399422065	0.117930108064446	0.536900105005444
gene_2952	-2.13942372154089	1.88497980946106	0.117971794390792	0.536967657673156
gene_15541	1.21323953282988	2.63245473171175	0.118212103696363	0.537939038436237
gene_14914	2.84829958674786	1.01453115571818	0.118259477627637	0.537943446490201
gene_16686	0.682816630123824	6.2168063075554	0.118305420762488	0.537943446490201
gene_11056	2.84780255540849	1.01435117364654	0.118308170282751	0.537943446490201
gene_6372	1.25321795968892	2.84537863714524	0.11832066105552	0.537943446490201
gene_12287	-1.13420882537231	3.95703720680586	0.118441453482233	0.538285354568816
gene_11751	0.735423533218984	5.86920221313983	0.118449692272868	0.538285354568816
gene_3529	-1.7583816567581	2.51103338118316	0.118514669389175	0.538458288910381
gene_9982	0.853391222446529	4.47702367529723	0.118632319427327	0.538751066949822
gene_15067	-1.50321557970346	3.92007939366671	0.118650409668649	0.538751066949822
gene_14537	0.691787705610559	6.15753486511342	0.118659922495698	0.538751066949822
gene_15452	1.22909576654583	4.43592936869349	0.118840222986509	0.53935442485737
gene_12725	-1.76969372343595	2.25263471830641	0.118846747517322	0.53935442485737
gene_19257	1.72221794383761	4.90973841291594	0.119065500682481	0.54019653006569
gene_18617	0.890978577807817	4.15504425946577	0.119086325052981	0.54019653006569
gene_5080	-1.31566750378169	2.75014292645603	0.119172828611257	0.540466342908195
gene_6847	3.31444678939845	0.79824573858905	0.119244150411899	0.540481050004237
gene_9067	3.31454690566439	0.798277489188731	0.119247020227886	0.540481050004237
gene_1455	-2.55169814251325	3.75360781426348	0.119257143683435	0.540481050004237
gene_14086	-2.54006809185798	0.969945719930422	0.119313811054408	0.540615364995051
gene_15061	1.50264123184859	2.40815112995532	0.119353368338337	0.540672110252943
gene_18707	0.765206631387213	4.8462917495663	0.119470606479228	0.540850093801046
gene_11922	0.744962119059472	4.52282735033522	0.119474040424342	0.540850093801046
gene_14604	-2.66617066438627	2.07217841275465	0.119520265645134	0.540850093801046
gene_2552	-1.00231706613478	5.13695152110106	0.119548472286518	0.540850093801046
gene_10844	0.830670549929478	5.15784606596224	0.11955181667277	0.540850093801046
gene_5303	1.29288265431918	3.15002379681177	0.119554913234721	0.540850093801046
gene_5738	1.45624116413352	2.44540212589473	0.119835240236158	0.541992094023951
gene_3671	1.95788790839936	2.11801940228259	0.11987937535515	0.541992094023951
gene_18525	0.791100947072075	4.32799747734939	0.119888651198098	0.541992094023951
gene_15295	-1.45704446381746	7.63919106441112	0.12005969619195	0.542642694652881
gene_1954	-1.31151235786621	2.9505951697958	0.120090613118187	0.542659797190179
gene_19850	-0.856462944701933	4.42782335682879	0.120258145443397	0.543197847708931
gene_17884	4.87365543477122	0.612896527359731	0.120309313979804	0.543197847708931
gene_18757	0.853356106181845	6.86634295159843	0.120319957976029	0.543197847708931
gene_8938	1.58328612462443	2.39021968984214	0.120331787498834	0.543197847708931
gene_5472	4.87365542327983	0.612896527359731	0.120345483159914	0.543197847708931
gene_12216	1.12118855170227	3.07619788879328	0.120414728605654	0.543280899655368
gene_7890	-1.03315291781634	4.18350888302377	0.120418211408612	0.543280899655368
gene_16278	1.53470695660892	1.85657844564405	0.120450050815982	0.543301988344528
gene_14243	0.732696043345622	4.69893509166991	0.120548917083878	0.5436253307052
gene_6013	1.16282742486013	3.38788411806358	0.120628970018312	0.543863706124039
gene_1904	-1.46578817741393	2.79087830380892	0.120716037483582	0.544133592443463
gene_15658	2.53424800863006	0.85262282725243	0.120958313599549	0.545102810272866
gene_9691	1.07640831084974	3.66609700522439	0.121043503064247	0.545103649868867
gene_17954	-0.754318898063069	12.2673652149261	0.121049889759121	0.545103649868867
gene_5801	-1.72431113078579	2.64126565038705	0.121066490271242	0.545103649868867
gene_7207	0.740738064613901	4.48742068376261	0.121067520635875	0.545103649868867
gene_2313	-1.32190085558335	4.92822018288362	0.121124648490855	0.545237046214858
gene_17964	-0.804964900568424	4.68108592754403	0.121151671668942	0.545237046214858
gene_3683	2.15722463869276	1.58633992198631	0.12143967241441	0.546408549626212
gene_12924	1.87982398888985	2.43279467912294	0.121466620581907	0.546408549626212
gene_10671	0.897258808310771	4.14403565926736	0.121581692789002	0.546803205707227
gene_3000	1.703233316218	2.4674594581927	0.12171616586093	0.547284918439434
gene_2511	-2.81106931031338	1.74214083200141	0.121781560975088	0.547455882108735
gene_10345	0.77435475365834	7.02201239170128	0.121905297210992	0.547888976229177
gene_16346	1.33753030656386	2.55089695726427	0.122011577990852	0.548243441882057
gene_4322	1.28197747913091	3.63021931963248	0.122097212503195	0.548504997768173
gene_4432	-1.04481461850039	4.89980967655737	0.122265253329209	0.549136552118613
gene_15528	-2.71433278148303	1.90703882243479	0.122297345386755	0.549157365903705
gene_4713	1.23559548529705	2.74267406073037	0.122392620136004	0.549434877783937
gene_2994	-0.856823965546225	4.76867500840313	0.122414090770261	0.549434877783937
gene_19516	-1.35402023183123	3.64871374225113	0.122561393376077	0.549972597604113
gene_18516	1.08368694427175	3.80294609325381	0.122698489689289	0.550464287524848
gene_2997	-0.727275643166051	5.65355227839511	0.122792594420418	0.550762926308223
gene_15760	-2.23432054439519	2.22909653819075	0.122967999372973	0.551342114459387
gene_10712	1.34312179497885	3.06827041666983	0.122976858630166	0.551342114459387
gene_2697	-1.82905188351309	1.69252555777709	0.123038692949062	0.551495710215427
gene_210	-1.62330924001542	1.83693696630324	0.123083198750641	0.551571583018781
gene_13061	1.43180779451085	3.24110015664921	0.123267239902098	0.552272580206531
gene_19492	1.39530529988295	2.58573286358041	0.123446580662931	0.552952209016488
gene_19034	0.723214289902307	4.7408093359738	0.123559830823543	0.553335561233958
gene_19173	-1.96013968627303	1.43231996818841	0.123639509458206	0.553568432765642
gene_5221	1.11165116770903	3.26611976684945	0.123763306863001	0.553998687837961
gene_13550	1.50850151789491	1.93783080253754	0.123945225699197	0.554688859696561
gene_13943	0.939279880222583	4.55361041115092	0.124084395110459	0.555187450158654
